Price,Close,High,Low,Open,Volume
Ticker,VCIT,VCIT,VCIT,VCIT,VCIT
Date,,,,,
2020-01-02,73.44001770019531,73.59260144131729,73.39183594063127,73.5203288019712,1836700
2020-01-03,73.6488037109375,73.6969854627652,73.48016145266469,73.54440787301886,1210700
2020-01-06,73.60062408447266,73.7210845943963,73.4881959090442,73.69698759091074,2068300
2020-01-07,73.54440307617188,73.60864949233566,73.50424753435064,73.59258482485697,3111000
2020-01-08,73.49620056152344,73.65681656994114,73.40786941548652,73.53635609534643,1962300
2020-01-09,73.60062408447266,73.60865641896784,73.40789094472045,73.41591715233959,3163200
2020-01-10,73.69699096679688,73.76926972681241,73.60865979080774,73.65684154623388,1577400
2020-01-13,73.60863494873047,73.68090755747849,73.58453795227354,73.65681668789581,1883600
2020-01-14,73.69699096679688,73.69699096679688,73.58456278621834,73.62471833365767,13289400
2020-01-15,73.81745910644531,73.88170553823338,73.72912179445596,73.81745910644531,1646500
2020-01-16,73.83349609375,73.87364550340568,73.73712648220197,73.80137288990066,3486200
2020-01-17,73.81745910644531,73.84958232233934,73.73715413014871,73.74518646584146,4177800
2020-01-21,74.02623748779297,74.04229602808036,73.84956291025492,73.97002340647407,2199200
2020-01-22,74.09048461914062,74.13063403368501,74.04229674406179,74.05032907772082,5461900
2020-01-23,74.20289611816406,74.25107785554671,74.09046797968855,74.1627405857625,2516800
2020-01-24,74.33138275146484,74.37957061569428,74.23501927675403,74.30729188278714,2842700
2020-01-27,74.47594451904297,74.50003539109404,74.39563956991442,74.45185364699189,2973300
2020-01-28,74.4518814086914,74.49203696166637,74.37157642961866,74.46794608063226,3432100
2020-01-29,74.60445404052734,74.6927913424069,74.52414907342127,74.52414907342127,2602300
2020-01-30,74.7088394165039,74.7971767060052,74.56428804521772,74.70080708285596,1854600
2020-01-31,74.95780181884766,74.95780181884766,74.75703632506217,74.8052242098468,2332000
2020-02-03,74.87969970703125,74.9119033031381,74.75088532260378,74.82334494939622,1931800
2020-02-04,74.69450378417969,74.72670736874036,74.63009661505835,74.71060864756288,1332600
2020-02-05,74.6220703125,74.67037263117554,74.54961069227934,74.58986671931386,1925700
2020-02-06,74.5979232788086,74.67037676082894,74.56571968384142,74.5979232788086,1885300
2020-02-07,74.79918670654297,74.85554145884284,74.70257592736863,74.75087824585212,1643900
2020-02-10,74.9682846069336,75.00853450966368,74.84752261432318,74.88777251705326,1357100
2020-02-11,74.8555679321289,74.9682774765893,74.83141062213639,74.89581783103075,2088800
2020-02-12,74.77503967285156,74.8233481401759,74.73478978265749,74.78309210777364,1767900
2020-02-13,74.76698303222656,74.8555413774883,74.76698303222656,74.77502932382684,1294700
2020-02-14,74.86359405517578,74.9440999734973,74.86359405517578,74.90385008544047,1396100
2020-02-18,74.97628784179688,75.01654386361722,74.87968321695855,74.94408425278192,1097600
2020-02-19,74.93606567382812,75.00047287567608,74.89580963712095,74.91996080226171,1773100
2020-02-20,75.0970458984375,75.11315076321905,73.50300824861377,74.97628398140085,5279200
2020-02-21,75.24200439453125,75.37886511676692,75.20175449269074,75.20980078773287,2860000
2020-02-24,75.35469818115234,75.44325654576681,75.35469818115234,75.43520411019949,3048500
2020-02-25,75.4674072265625,75.56401802612507,75.37884886251564,75.41105246236982,3058900
2020-02-26,75.38688659667969,75.55595085628813,75.37078787099635,75.38688659667969,3031200
2020-02-27,75.17755889892578,75.48348993661888,75.16146017482939,75.45128634621925,4462700
2020-02-28,75.80554962158203,75.80554962158203,75.20979217733222,75.42716496278287,9400600
2020-03-02,75.6522445678711,76.07181487844525,75.62803941709895,75.86202664518885,5784000
2020-03-03,76.42682647705078,76.6688840973357,75.73291688487976,75.78939761187333,7399600
2020-03-04,76.50752258300781,76.77379154127726,76.47524699813228,76.6446892017751,2775800
2020-03-05,76.45909118652344,76.70921920536881,76.4268156105536,76.6850140623756,3465500
2020-03-06,76.37035369873047,76.72537280995313,76.29773209593021,76.62855221413704,5197700
2020-03-09,75.08744049072266,75.78942073115422,74.86151751383142,75.50701701004017,4996000
2020-03-10,74.0868911743164,75.03092871847778,74.07882074106787,74.90183256618565,8561000
2020-03-11,72.2149429321289,74.02233195894686,72.19880822332583,73.90937052951675,8334500
2020-03-12,70.15743255615234,72.67487234857276,68.6889275495581,71.55332212597295,14327400
2020-03-13,71.69852447509766,72.15844048668265,70.19774461499205,70.19774461499205,6441100
2020-03-16,71.07726287841797,71.70662742447554,68.11604780903743,68.34197070231787,6213700
2020-03-17,69.06816101074219,70.95624247872362,68.91485969647641,70.48825578984626,6696000
2020-03-18,65.96976470947266,68.32582619582689,65.63894469464059,67.55930132409524,7398000
2020-03-19,64.3721694946289,65.88102052997937,63.59757404807697,64.05749028684022,5643800
2020-03-20,63.605648040771484,65.80033834009807,63.60564804077149,64.95312125268791,7132700
2020-03-23,67.05907440185547,67.61581757013744,64.5497041601543,64.81597316724043,8368500
2020-03-24,67.24462890625,68.46300588921487,66.26831569545529,66.26831569545529,3383700
2020-03-25,69.29409790039062,69.84277057419268,67.77718222855617,67.7852526643891,3950600
2020-03-26,69.40703582763672,69.79433658899708,68.73733762327159,68.99553607886624,3277900
2020-03-27,69.26988983154297,69.67332542305567,68.52756982058486,69.24568468100239,2725300
2020-03-30,69.97183227539062,70.13320396267159,69.16496152711524,69.20530137096785,3617600
2020-03-31,70.2704086303711,70.70611980950191,69.8750434729137,69.8992486235423,3324900
2020-04-01,69.79696655273438,70.18540456141953,69.57038028683999,70.16921630013411,5138100
2020-04-02,69.97502136230469,70.37154744650402,69.60277150329917,69.87791028751495,3731600
2020-04-03,69.78887176513672,70.14493942191189,69.58656171906222,69.86170659221011,2431800
2020-04-06,70.50103759765625,70.60623664450972,70.05595283401597,70.3310978262705,2183300
2020-04-07,70.6871566772461,70.8732847094369,70.53340518006073,70.58195763453872,2775100
2020-04-08,71.5044937133789,71.60969275961672,70.73571767960696,71.13224381051978,3101800
2020-04-09,73.43048095703125,73.47094545148063,72.43511860333265,72.60505836679303,5208100
2020-04-13,73.60848999023438,73.7865238272502,73.1229470909267,73.39808580339631,4177600
2020-04-14,73.30101013183594,73.94839886416834,73.23626940639808,73.94839886416834,4793300
2020-04-15,73.73799133300781,73.76226755843712,73.17961345207567,73.23626003608221,2821500
2020-04-16,73.52760314941406,73.84320649695924,73.47095655303457,73.59234388070948,3784500
2020-04-17,73.70559692382812,73.99692388194703,73.6165800102911,73.99692388194703,3018100
2020-04-20,73.43858337402344,73.54378242783643,73.3252901856046,73.54378242783643,2309000
2020-04-21,73.39810943603516,73.70562477135337,73.17152308833641,73.51949674344945,3606400
2020-04-22,73.45476531982422,73.63279923669621,73.2524551731998,73.3738424959776,2028900
2020-04-23,73.64089965820312,73.75419285606368,73.4709598614123,73.7460987207833,1837200
2020-04-24,73.64897918701172,73.67325541402207,73.4871273835844,73.66516128034695,1906800
2020-04-27,73.43048095703125,73.72180802982474,73.22817083281438,73.67325557569751,2117300
2020-04-28,73.59232330322266,73.68134024035942,73.49521223343321,73.64896988376294,2332400
2020-04-29,73.98077392578125,74.02123842525387,73.68944681682261,73.802740006527,2150300
2020-04-30,73.92413330078125,74.04552063498612,73.80274596657638,73.94840953281897,2927500
2020-05-01,73.63858032226562,73.89004298392209,73.44389975158914,73.81704009071231,3193700
2020-05-04,73.71967315673828,73.81701650536614,73.65478377976815,73.6628910839008,2227600
2020-05-05,73.72781372070312,73.84137790807607,73.64669732812018,73.70347942180665,3679700
2020-05-06,73.45201110839844,73.71969456449058,73.297885642176,73.66291247516394,2213300
2020-05-07,73.62236785888672,73.6629229634466,73.35467817589678,73.5493587686238,3831300
2020-05-08,73.46012878417969,73.63047507620493,73.39523937920659,73.41146018325375,1519800
2020-05-11,73.17623138427734,73.48447622657542,73.07888797623217,73.46014192176052,1784400
2020-05-12,73.52503204345703,73.68726485598042,73.34657223641025,73.58992764398043,3285600
2020-05-13,73.71163940429688,73.80086934904662,73.5575138290404,73.76842153379326,3990700
2020-05-14,73.87383270263672,73.93872829836576,73.56558790610077,73.735934203301,3219600
2020-05-15,74.06039428710938,74.13339717917717,73.84948672871857,73.963050908902,3131000
2020-05-18,74.295654296875,74.295654296875,74.08475285816648,74.21453788284974,4001900
2020-05-19,74.49029541015625,74.55519097707109,74.24694012861654,74.3442834789888,2530300
2020-05-20,74.90401458740234,74.95268937248623,74.57143553137905,74.63633111896833,3393200
2020-05-21,75.04999542236328,75.10677749074566,74.91209699754624,75.07433589919684,2123200
2020-05-22,74.92837524414062,75.05004676764318,74.84725264342488,75.01760515389952,2101500
2020-05-26,75.13117218017578,75.26095720636428,75.04194226707742,75.14739298765468,2839800
2020-05-27,75.4231948852539,75.4231948852539,75.17172595790484,75.18795295388125,5837400
2020-05-28,75.55294036865234,75.55294036865234,75.33392554787707,75.398814931466,3968700
2020-05-29,75.90179443359375,75.90990793247735,75.52054044028718,75.6097703616477,5340900
2020-06-01,75.92371368408203,75.92371368408203,75.68789976279106,75.78547365861239,2526000
2020-06-02,76.18392944335938,76.28963657671567,75.94811549617903,75.97250897281245,6021000
2020-06-03,76.11073303222656,76.35468017489137,76.01315913822748,76.24896685128097,5579300
2020-06-04,76.1351318359375,76.34655229412628,76.04568495762048,76.34655229412628,3960800
2020-06-05,76.21646881103516,76.3953564040159,76.10262222810505,76.28964925309519,4520200
