Price,Close,High,Low,Open,Volume
Ticker,TSM,TSM,TSM,TSM,TSM
Date,,,,,
2020-01-02,53.779685974121094,53.85134267186678,53.38556217722164,53.38556217722164,8432600
2020-01-03,52.006134033203125,52.83020476955832,51.988219006289924,52.82124896457272,10546400
2020-01-06,51.4059944152832,51.6747129946339,51.173105891030495,51.59409707913448,8897200
2020-01-07,52.23902130126953,52.48982483817896,50.82376837835526,51.45973644234242,7444300
2020-01-08,52.62419509887695,52.83021281433732,52.05092781812765,52.12258451975005,5381500
2020-01-09,53.054141998291016,53.484092429993474,52.5794057039629,53.46617740155475,5112700
2020-01-10,52.72270584106445,53.475119712829716,52.642089947055986,53.475119712829716,4807700
2020-01-13,53.79759979248047,53.88717151688302,53.251203389575025,53.87821571121967,6613700
2020-01-14,54.03048324584961,54.31711683731762,53.67218954804362,53.8871664501156,6715200
2020-01-15,52.301719665527344,53.475128216709294,52.18527370745481,53.44825396980532,10075100
2020-01-16,52.62419509887695,53.466180990359675,52.22111547430556,53.02727472344834,11215700
2020-01-17,52.471920013427734,52.624192632828695,51.961350234935026,52.525661682890494,8125700
2020-01-21,52.16736602783203,52.84811996803357,51.47765286567381,51.943433316103075,9873700
2020-01-22,52.265892028808594,52.79437334977754,52.23902119760503,52.75854671382009,8124500
2020-01-23,51.486610412597656,52.0150917668354,50.71628131147734,51.82698910268522,9999200
2020-01-24,51.71054458618164,52.07779411949266,51.46869683249748,52.03300825776053,10402200
2020-01-27,49.49808883666992,50.15197541122825,49.318945387306165,49.82055251263231,9675500
2020-01-28,51.13727569580078,51.16414652857958,49.69514844300863,49.91908116134425,8124400
2020-01-29,51.22684860229492,51.52244143747334,50.92229996163028,51.52244143747334,7693400
2020-01-30,49.98179244995117,50.19676940774296,49.31895337923358,49.336868410461456,10295700
2020-01-31,48.31572723388672,49.69515374610231,48.011178567773435,49.650367881044396,13467200
2020-02-03,49.05917739868164,49.21144999787891,48.49486602559961,48.68296867764632,9594300
2020-02-04,51.52244567871094,51.62993243810476,50.96709343540997,50.98500504785688,12746600
2020-02-05,51.8807373046875,52.086758439312916,51.20893906213544,52.0419691562554,6594400
2020-02-06,51.970306396484375,52.20319492330348,51.30746403763558,52.19423911790135,4236300
2020-02-07,50.34007263183594,51.18205837026961,50.21467086408432,51.18205837026961,6808400
2020-02-10,51.07456970214844,51.101440532240986,50.46547249581101,50.55504420741402,4281200
2020-02-11,52.5435791015625,52.758556040018526,51.78220913604315,51.90761092641645,6523200
2020-02-12,53.41243362426758,53.51992037371366,52.75855048831217,53.0720549312558,5962900
2020-02-13,53.143714904785156,53.47513437460333,52.61523354737352,52.96456804487675,6460100
2020-02-14,52.1225700378418,53.00038574471174,51.835936477106365,52.86602818514665,6932400
2020-02-18,50.32217025756836,50.66254901057436,49.82951886741976,50.250510134012245,10989000
2020-02-19,51.62993240356445,51.89865101034047,51.05666513125762,51.28059787306138,7866300
2020-02-20,50.59088134765625,51.09249188696767,49.99074327855248,51.00291674587157,7192900
2020-02-21,49.79368591308594,50.743161993392,49.73098501708807,50.743161993392,6816600
2020-02-24,48.47695541381836,48.9875217541219,47.63496959683093,47.966389073514826,9968800
2020-02-25,48.244049072265625,49.6861758374341,48.21717824857261,49.56077410427875,12670700
2020-02-26,49.29206466674805,49.63244332636046,48.709841698848265,48.80837263323147,10969300
2020-02-27,47.733497619628906,48.90690284144482,47.715582592669776,48.548612553088255,11878900
2020-02-28,48.226158142089844,48.41426083578914,45.682281914487724,45.99578640398656,13604500
2020-03-02,50.143009185791016,50.169880016054435,48.217190038545915,48.70088206799643,13797700
2020-03-03,49.157711029052734,50.4923481098753,48.40529696269685,50.42964722242415,14661800
2020-03-04,51.12832260131836,51.13727840707208,49.757851968922076,50.13406073248221,9878200
2020-03-05,49.91908264160156,50.51026489886033,49.48913221968084,50.259461340308796,10004200
2020-03-06,49.3278923034668,49.33685152448578,48.342589841761445,48.906897756057695,12971200
2020-03-09,46.42573547363281,48.494871723127495,45.73602225148715,46.174928491162014,13781100
2020-03-10,48.8262825012207,48.9248134320905,47.016909362661714,48.109698572542634,11698700
2020-03-11,46.7929801940918,47.9753446196576,46.658619202437606,47.57226506163699,14498000
2020-03-12,43.613136291503906,45.67332009508617,43.4519044561463,44.48199635793743,15942200
2020-03-13,46.78402328491211,46.99004097654165,44.15057573723722,46.48843387238003,14948700
2020-03-16,40.218318939208984,43.308587823136065,40.218318939208984,41.508170210319186,16628200
2020-03-17,43.47878646850586,43.49670149973737,40.33476853470426,40.97969599126722,13415700
2020-03-18,39.74357604980469,41.28423417390592,38.74931427980642,39.233009749039404,15018500
2020-03-19,39.686607360839844,40.8530635135308,38.61057617116349,39.55097509035742,11182600
2020-03-20,40.26531982421875,43.65617887384939,40.220109060095716,43.42108083079349,14157700
2020-03-23,40.92540740966797,41.24188966321221,39.35205071263865,40.79881588799438,10508600
